no,pair_id,source_type,label,room_id,origin_room,difficulty,party,register,style,turn_count,history,response,source
1,v25_work_app_0,matched_v25,적절,work_app,work_app,-,group,formal,plain,14,"수진: 온보딩 화면 시안 2개 버전 공유드려요. A안은 3단계, B안은 스와이프형이에요
태호: 저는 B안이 나은 것 같네요. 개발 공수는 비슷합니다
나: 저도 B안에 한 표요. 다만 첫 화면 문구는 좀 다듬어야 할 듯해요
수진: 문구는 마케팅쪽 확인 받아볼게요
태호: 그리고 v3.2 브랜치에 로그인 리팩토링 올려뒀습니다. 리뷰 부탁드려요
나: 넵 오늘 중으로 볼게요
수진: 목요일 QA 일정은 확정된 건가요?
태호: 네, 목요일 오후 2시부터고 QA팀 두 분 들어오십니다
나: 그럼 수요일까지는 온보딩 플로우 머지돼야겠네요
태호: 푸시 알림 권한 요청 타이밍도 이번에 바꾸나요?
수진: 네, 첫 실행 말고 두 번째 세션에서 띄우는 걸로 기획 확정됐어요
태호: 오케이 반영하겠습니다
수진: 아 그리고 아이콘 에셋 오늘 밤에 제플린에 올려둘게요
태호: 감사합니다 ㅎㅎ",태호님 리뷰 완료했어요. 토큰 만료 처리 쪽에 코멘트 하나 남겼습니다,v25
2,v25_work_app_0,misdirect_v25,부적절,work_infra,work_app,hard,group,formal,plain,14,"민규: 이전 대상 서비스 목록 시트에 정리해뒀습니다. 확인 부탁드려요
재현: 스테이징은 이번 주에 먼저 옮기고, 운영은 토요일 새벽 점검 때 진행하는 거죠?
민규: 네, 토요일 새벽 2시부터 6시까지 점검 공지 나갔습니다
나: DB 마이그레이션 리허설은 언제 하나요?
민규: 목요일 밤에 스테이징에서 한 번 돌려볼 예정입니다
재현: RDS 파라미터 그룹은 기존 값 그대로 복사하면 되나요?
민규: 타임존이랑 커넥션 수만 바꾸고 나머지는 동일하게 갑니다
나: 이전 후 DNS TTL은 미리 줄여둘게요
재현: 로드밸런서 헬스체크 경로도 새 서버 기준으로 바꿔야 해요
민규: 그건 제가 인프라 레포에 PR 올려두겠습니다
재현: 구버전 서버는 언제까지 유지하나요?
민규: 일주일 모니터링하고 문제 없으면 다음 주말에 내립니다
나: 롤백 시나리오 문서도 이따 공유드릴게요
민규: 좋습니다. 리허설 전에 다 같이 한 번 읽어보죠",태호님 리뷰 완료했어요. 토큰 만료 처리 쪽에 코멘트 하나 남겼습니다,v25
3,v25_work_infra_0,matched_v25,적절,work_infra,work_infra,-,group,formal,plain,14,"민규: 이전 대상 서비스 목록 시트에 정리해뒀습니다. 확인 부탁드려요
재현: 스테이징은 이번 주에 먼저 옮기고, 운영은 토요일 새벽 점검 때 진행하는 거죠?
민규: 네, 토요일 새벽 2시부터 6시까지 점검 공지 나갔습니다
나: DB 마이그레이션 리허설은 언제 하나요?
민규: 목요일 밤에 스테이징에서 한 번 돌려볼 예정입니다
재현: RDS 파라미터 그룹은 기존 값 그대로 복사하면 되나요?
민규: 타임존이랑 커넥션 수만 바꾸고 나머지는 동일하게 갑니다
나: 이전 후 DNS TTL은 미리 줄여둘게요
재현: 로드밸런서 헬스체크 경로도 새 서버 기준으로 바꿔야 해요
민규: 그건 제가 인프라 레포에 PR 올려두겠습니다
재현: 구버전 서버는 언제까지 유지하나요?
민규: 일주일 모니터링하고 문제 없으면 다음 주말에 내립니다
나: 롤백 시나리오 문서도 이따 공유드릴게요
민규: 좋습니다. 리허설 전에 다 같이 한 번 읽어보죠",롤백 문서 올렸습니다. 마이그레이션 실패 시 스냅샷 복구 기준으로 잡았어요,v25
4,v25_work_infra_0,misdirect_v25,부적절,work_app,work_infra,hard,group,formal,plain,14,"수진: 온보딩 화면 시안 2개 버전 공유드려요. A안은 3단계, B안은 스와이프형이에요
태호: 저는 B안이 나은 것 같네요. 개발 공수는 비슷합니다
나: 저도 B안에 한 표요. 다만 첫 화면 문구는 좀 다듬어야 할 듯해요
수진: 문구는 마케팅쪽 확인 받아볼게요
태호: 그리고 v3.2 브랜치에 로그인 리팩토링 올려뒀습니다. 리뷰 부탁드려요
나: 넵 오늘 중으로 볼게요
수진: 목요일 QA 일정은 확정된 건가요?
태호: 네, 목요일 오후 2시부터고 QA팀 두 분 들어오십니다
나: 그럼 수요일까지는 온보딩 플로우 머지돼야겠네요
태호: 푸시 알림 권한 요청 타이밍도 이번에 바꾸나요?
수진: 네, 첫 실행 말고 두 번째 세션에서 띄우는 걸로 기획 확정됐어요
태호: 오케이 반영하겠습니다
수진: 아 그리고 아이콘 에셋 오늘 밤에 제플린에 올려둘게요
태호: 감사합니다 ㅎㅎ",롤백 문서 올렸습니다. 마이그레이션 실패 시 스냅샷 복구 기준으로 잡았어요,v25
5,v25_work_app_1,matched_v25,적절,work_app,work_app,-,group,formal,plain,14,"수진: 온보딩 화면 시안 2개 버전 공유드려요. A안은 3단계, B안은 스와이프형이에요
태호: 저는 B안이 나은 것 같네요. 개발 공수는 비슷합니다
나: 저도 B안에 한 표요. 다만 첫 화면 문구는 좀 다듬어야 할 듯해요
수진: 문구는 마케팅쪽 확인 받아볼게요
태호: 그리고 v3.2 브랜치에 로그인 리팩토링 올려뒀습니다. 리뷰 부탁드려요
나: 넵 오늘 중으로 볼게요
수진: 목요일 QA 일정은 확정된 건가요?
태호: 네, 목요일 오후 2시부터고 QA팀 두 분 들어오십니다
나: 그럼 수요일까지는 온보딩 플로우 머지돼야겠네요
태호: 푸시 알림 권한 요청 타이밍도 이번에 바꾸나요?
수진: 네, 첫 실행 말고 두 번째 세션에서 띄우는 걸로 기획 확정됐어요
태호: 오케이 반영하겠습니다
수진: 아 그리고 아이콘 에셋 오늘 밤에 제플린에 올려둘게요
태호: 감사합니다 ㅎㅎ",QA 전에 온보딩 B안 프로토타입 한 번 같이 봐요. 수요일 오전 어떠세요?,v25
6,v25_work_app_1,misdirect_v25,부적절,work_infra,work_app,hard,group,formal,plain,14,"민규: 이전 대상 서비스 목록 시트에 정리해뒀습니다. 확인 부탁드려요
재현: 스테이징은 이번 주에 먼저 옮기고, 운영은 토요일 새벽 점검 때 진행하는 거죠?
민규: 네, 토요일 새벽 2시부터 6시까지 점검 공지 나갔습니다
나: DB 마이그레이션 리허설은 언제 하나요?
민규: 목요일 밤에 스테이징에서 한 번 돌려볼 예정입니다
재현: RDS 파라미터 그룹은 기존 값 그대로 복사하면 되나요?
민규: 타임존이랑 커넥션 수만 바꾸고 나머지는 동일하게 갑니다
나: 이전 후 DNS TTL은 미리 줄여둘게요
재현: 로드밸런서 헬스체크 경로도 새 서버 기준으로 바꿔야 해요
민규: 그건 제가 인프라 레포에 PR 올려두겠습니다
재현: 구버전 서버는 언제까지 유지하나요?
민규: 일주일 모니터링하고 문제 없으면 다음 주말에 내립니다
나: 롤백 시나리오 문서도 이따 공유드릴게요
민규: 좋습니다. 리허설 전에 다 같이 한 번 읽어보죠",QA 전에 온보딩 B안 프로토타입 한 번 같이 봐요. 수요일 오전 어떠세요?,v25
7,v25_work_infra_1,matched_v25,적절,work_infra,work_infra,-,group,formal,plain,14,"민규: 이전 대상 서비스 목록 시트에 정리해뒀습니다. 확인 부탁드려요
재현: 스테이징은 이번 주에 먼저 옮기고, 운영은 토요일 새벽 점검 때 진행하는 거죠?
민규: 네, 토요일 새벽 2시부터 6시까지 점검 공지 나갔습니다
나: DB 마이그레이션 리허설은 언제 하나요?
민규: 목요일 밤에 스테이징에서 한 번 돌려볼 예정입니다
재현: RDS 파라미터 그룹은 기존 값 그대로 복사하면 되나요?
민규: 타임존이랑 커넥션 수만 바꾸고 나머지는 동일하게 갑니다
나: 이전 후 DNS TTL은 미리 줄여둘게요
재현: 로드밸런서 헬스체크 경로도 새 서버 기준으로 바꿔야 해요
민규: 그건 제가 인프라 레포에 PR 올려두겠습니다
재현: 구버전 서버는 언제까지 유지하나요?
민규: 일주일 모니터링하고 문제 없으면 다음 주말에 내립니다
나: 롤백 시나리오 문서도 이따 공유드릴게요
민규: 좋습니다. 리허설 전에 다 같이 한 번 읽어보죠",토요일 새벽 점검 때 저는 1시 반까지 접속해 있겠습니다,v25
8,v25_work_infra_1,misdirect_v25,부적절,work_app,work_infra,hard,group,formal,plain,14,"수진: 온보딩 화면 시안 2개 버전 공유드려요. A안은 3단계, B안은 스와이프형이에요
태호: 저는 B안이 나은 것 같네요. 개발 공수는 비슷합니다
나: 저도 B안에 한 표요. 다만 첫 화면 문구는 좀 다듬어야 할 듯해요
수진: 문구는 마케팅쪽 확인 받아볼게요
태호: 그리고 v3.2 브랜치에 로그인 리팩토링 올려뒀습니다. 리뷰 부탁드려요
나: 넵 오늘 중으로 볼게요
수진: 목요일 QA 일정은 확정된 건가요?
태호: 네, 목요일 오후 2시부터고 QA팀 두 분 들어오십니다
나: 그럼 수요일까지는 온보딩 플로우 머지돼야겠네요
태호: 푸시 알림 권한 요청 타이밍도 이번에 바꾸나요?
수진: 네, 첫 실행 말고 두 번째 세션에서 띄우는 걸로 기획 확정됐어요
태호: 오케이 반영하겠습니다
수진: 아 그리고 아이콘 에셋 오늘 밤에 제플린에 올려둘게요
태호: 감사합니다 ㅎㅎ",토요일 새벽 점검 때 저는 1시 반까지 접속해 있겠습니다,v25
9,v25_work_app_2,matched_v25,적절,work_app,work_app,-,group,formal,plain,14,"수진: 온보딩 화면 시안 2개 버전 공유드려요. A안은 3단계, B안은 스와이프형이에요
태호: 저는 B안이 나은 것 같네요. 개발 공수는 비슷합니다
나: 저도 B안에 한 표요. 다만 첫 화면 문구는 좀 다듬어야 할 듯해요
수진: 문구는 마케팅쪽 확인 받아볼게요
태호: 그리고 v3.2 브랜치에 로그인 리팩토링 올려뒀습니다. 리뷰 부탁드려요
나: 넵 오늘 중으로 볼게요
수진: 목요일 QA 일정은 확정된 건가요?
태호: 네, 목요일 오후 2시부터고 QA팀 두 분 들어오십니다
나: 그럼 수요일까지는 온보딩 플로우 머지돼야겠네요
태호: 푸시 알림 권한 요청 타이밍도 이번에 바꾸나요?
수진: 네, 첫 실행 말고 두 번째 세션에서 띄우는 걸로 기획 확정됐어요
태호: 오케이 반영하겠습니다
수진: 아 그리고 아이콘 에셋 오늘 밤에 제플린에 올려둘게요
태호: 감사합니다 ㅎㅎ",제플린 에셋 확인했는데 탭바 아이콘만 2x가 빠진 것 같아요,v25
10,v25_work_app_2,misdirect_v25,부적절,work_infra,work_app,hard,group,formal,plain,14,"민규: 이전 대상 서비스 목록 시트에 정리해뒀습니다. 확인 부탁드려요
재현: 스테이징은 이번 주에 먼저 옮기고, 운영은 토요일 새벽 점검 때 진행하는 거죠?
민규: 네, 토요일 새벽 2시부터 6시까지 점검 공지 나갔습니다
나: DB 마이그레이션 리허설은 언제 하나요?
민규: 목요일 밤에 스테이징에서 한 번 돌려볼 예정입니다
재현: RDS 파라미터 그룹은 기존 값 그대로 복사하면 되나요?
민규: 타임존이랑 커넥션 수만 바꾸고 나머지는 동일하게 갑니다
나: 이전 후 DNS TTL은 미리 줄여둘게요
재현: 로드밸런서 헬스체크 경로도 새 서버 기준으로 바꿔야 해요
민규: 그건 제가 인프라 레포에 PR 올려두겠습니다
재현: 구버전 서버는 언제까지 유지하나요?
민규: 일주일 모니터링하고 문제 없으면 다음 주말에 내립니다
나: 롤백 시나리오 문서도 이따 공유드릴게요
민규: 좋습니다. 리허설 전에 다 같이 한 번 읽어보죠",제플린 에셋 확인했는데 탭바 아이콘만 2x가 빠진 것 같아요,v25
